time,throttle,brake,steering,speed,ttc
12.453614,0,0.3,2.58885,0.001718,0
12.478171,0,0.3,2.58885,0.002061,0
12.502692,0,0.3,2.58885,0.001664,0
12.528403,0,0.3,2.58885,0.000585,0
12.553553,0,0.3,2.58885,0.00061,0
12.57827,0,0.3,2.58885,0.001713,0
12.603025,0,0.3,2.58885,0.001693,0
12.627704,0,0.3,2.58885,0.00132,0
12.652439,0,0.3,2.58885,0.000207,0
12.677093,0,0.3,2.58885,0.000724,0
12.701797,0,0.3,2.58885,0.001518,0
12.726432,0,0.3,2.58885,0.001523,0
12.751133,0,0.3,2.58885,0.000936,0
12.775739,0,0.3,2.58885,0.000125,0
12.800401,0,0.3,2.58885,0.000918,0
12.824998,0,0.3,2.58885,0.001371,0
12.849684,0,0.3,2.58885,0.001467,0
12.874281,0,0.3,2.58885,0.000522,0
12.898952,0,0.3,2.58885,0.00024,0
12.923524,0,0.3,2.58885,0.001082,0
12.948186,0,0.3,2.58885,0.001324,0
12.972761,0,0.3,2.58885,0.000957,0
12.997534,0,0.3,2.58885,0.000554,0
13.0221,0,0.3,2.58885,0.000496,0
13.046866,0,0.3,2.58885,0.000965,0
13.071475,0,0.3,2.58885,0.0011,0
13.096133,0,0.3,2.58885,0.001052,0
13.120763,0,0.3,2.58885,0.000258,0
13.145413,0,0.3,2.58885,0.000273,0
13.170042,0,0.3,2.58885,0.000945,0
13.194651,0,0.3,2.58885,0.001245,0
13.219244,0,0.3,2.58885,0.000711,0
13.24383,0,0.3,2.58885,0.000308,0
13.26843,0,0.3,2.58885,0.000692,0
13.293025,0,0.3,2.58885,0.001049,0
13.317624,0,0.3,2.58885,0.00097,0
13.342181,0,0.3,2.58885,0.000466,0
13.366729,0,0.3,2.58885,0.000002,0
13.391265,0,0.3,2.58885,0.000784,0
13.415824,0,0.3,2.58885,0.00084,0
13.44037,0,0.3,2.58885,0.00101,0
13.464913,0,0.3,2.58885,0.000397,0
13.489446,0,0.3,2.58885,0.000016,0
13.514002,0,0.3,2.58885,0.000577,0
13.538961,0,0.3,2.58885,0.000652,0
13.563472,0,0.3,2.58885,0.000706,0
13.588071,0,0.3,2.58885,0.000031,0
13.612579,0,0.3,2.58885,0.000322,0
13.637316,0,0.3,2.58885,0.000631,0
13.661816,0,0.3,2.58885,0.000907,0
13.686422,0,0.3,2.58885,0.000704,0
13.710975,0,0.3,2.58885,0.000204,0
13.735602,0,0.3,2.58885,0.000218,0
13.760141,0,0.3,2.58885,0.000647,0
13.784729,0,0.3,2.58885,0.000633,0
13.809265,0,0.3,2.58885,0.000571,0
13.833847,0,0.3,2.58885,0.000276,0
13.858373,0,0.3,2.58885,0.000369,0
13.882935,0,0.3,2.58885,0.000705,0
13.907448,0,0.3,2.58885,0.000571,0
13.932005,0,0.3,2.58885,0.000329,0
13.956524,0,0.3,2.58885,0.000064,0
13.981099,0,0.3,2.58885,0.000165,0
14.005623,0,0.3,2.58885,0.000476,0
14.030179,0,0.3,2.58885,0.000363,0
14.054699,0,0.3,2.58885,0.000254,0
14.079267,0,0.3,2.58885,0.00003,0
14.103782,0,0.3,2.58885,0.000507,0
14.128336,0,0.3,2.58885,0.00057,0
14.152835,0,0.3,2.58885,0.000251,0
14.177381,0,0.3,2.58885,0.00023,0
14.201883,0,0.3,2.58885,0.000061,0
14.226444,0,0.3,2.58885,0.000294,0
14.250957,0,0.3,2.58885,0.000555,0
14.275506,0,0.3,2.58885,0.000473,0
14.299995,0,0.3,2.58885,0.000101,0
14.32453,0,0.3,2.58885,0.000068,0
14.34904,0,0.3,2.58885,0.000321,0
14.373556,0,0.3,2.58885,0.000484,0
14.398053,0,0.3,2.58885,0.000232,0
14.422578,0,0.3,2.58885,0.00022,0
